Match,Venue,Times,Country,Against_Country,Scored_total,Player,Bat_Status_,Runs_scored,Ball_scored,scored_4s,scored_6s,scored_SR,Overs_Conseded,MOvers_Conseded,Runs_Conseded,Wickets_Conseded,NB_Conseded,WD_Conseded,ECO_Conseded
India vs Pakistan,"Nassau County International Cricket Stadium, New York ","Jun 09, 10:30 AM LOCAL  ",Pakistan,India, 113-7 (20 Ov) ,Naseem Shah,not out,10.0,4.0,2.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Pratik Athavale (wk),c Brandon McMullen b Chris Greaves,54.0,40.0,5.0,2.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Naseem Khushi,c Mark Watt b Christopher Sole,10.0,9.0,0.0,1.0,111.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Aqib Ilyas (c),lbw b Safyaan Sharif,16.0,6.0,2.0,1.0,266.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Zeeshan Maqsood,c Matthew Cross b Mark Watt,3.0,4.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Khalid Kail,run out (Christopher Sole/Mark Watt),5.0,7.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Ayaan Khan,not out,41.0,39.0,4.0,0.0,105.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Mehran Khan,c Matthew Cross b Safyaan Sharif,13.0,10.0,2.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Rafiullah,c Safyaan Sharif b Wheal,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Oman,Scotland, 150-7 (20 Ov) ,Shakeel Ahmed,not out,3.0,2.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Scotland,Oman, 153-3 (13.1 Ov) ,George Munsey,c Shakeel Ahmed b Mehran Khan,41.0,20.0,2.0,4.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Scotland,Oman, 153-3 (13.1 Ov) ,Michael Jones,c Mehran Khan b Bilal Khan,16.0,13.0,1.0,2.0,123.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Scotland,Oman, 153-3 (13.1 Ov) ,Brandon McMullen,not out,61.0,31.0,9.0,2.0,196.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Scotland,Oman, 153-3 (13.1 Ov) ,Richie Berrington (c),b Aqib Ilyas,13.0,7.0,1.0,1.0,185.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman vs Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 09, 01:00 PM LOCAL  ",Scotland,Oman, 153-3 (13.1 Ov) ,Matthew Cross (wk),not out,15.0,8.0,0.0,2.0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,de Kock (wk),b Tanzim Hasan Sakib,18.0,11.0,1.0,2.0,163.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,Reeza Hendricks,lbw b Tanzim Hasan Sakib,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,Markram (c),b Taskin Ahmed,4.0,8.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,Tristan Stubbs,c Shakib b Tanzim Hasan Sakib,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,Klaasen,b Taskin Ahmed,46.0,44.0,2.0,3.0,104.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,David Miller,b Rishad Hossain,29.0,38.0,1.0,1.0,76.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,Marco Jansen,not out,5.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",South Africa,Bangladesh, 113-6 (20 Ov) ,Maharaj,not out,4.0,8.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Tanzid Hasan,c de Kock b Rabada,9.0,9.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Najmul Hossain Shanto (c),c Markram b Nortje,14.0,23.0,0.0,1.0,60.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Litton Das (wk),c David Miller b Maharaj,9.0,13.0,1.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Shakib Al Hasan,c Markram b Nortje,3.0,4.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Towhid Hridoy,lbw b Rabada,37.0,34.0,2.0,2.0,108.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Mahmudullah,c Markram b Maharaj,20.0,27.0,2.0,0.0,74.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Jaker Ali,c Markram b Maharaj,8.0,9.0,0.0,0.0,88.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Rishad Hossain,not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa vs Bangladesh,"Nassau County International Cricket Stadium, New York ","Jun 10, 10:30 AM LOCAL  ",Bangladesh,South Africa, 109-7 (20 Ov) ,Taskin Ahmed,not out,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Aaron Johnson,b Naseem Shah,52.0,44.0,4.0,4.0,118.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Navneet Dhaliwal,b Amir,4.0,7.0,1.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Pargat Singh,c Fakhar Zaman b Shaheen Afridi,2.0,6.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Nicholas Kirton,run out (Imad Wasim),1.0,6.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Shreyas Movva (wk),c Rizwan b Haris Rauf,2.0,9.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Ravinderpal Singh,c Fakhar Zaman b Haris Rauf,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Saad Bin Zafar (c),c Rizwan b Amir,10.0,21.0,1.0,0.0,47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Kaleem Sana,not out,13.0,14.0,0.0,1.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Canada,Pakistan, 106-7 (20 Ov) ,Dillon Heyliger,not out,9.0,11.0,1.0,0.0,81.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Pakistan,Canada, 107-3 (17.3 Ov) ,Mohammad Rizwan (wk),not out,53.0,53.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Pakistan,Canada, 107-3 (17.3 Ov) ,Saim Ayub,c Shreyas Movva b Dillon Heyliger,6.0,12.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Pakistan,Canada, 107-3 (17.3 Ov) ,Babar Azam (c),c Shreyas Movva b Dillon Heyliger,33.0,33.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Pakistan,Canada, 107-3 (17.3 Ov) ,Fakhar Zaman,c (sub)Dilpreet Bajwa b J Gordon,4.0,6.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan vs Canada,"Nassau County International Cricket Stadium, New York ","Jun 11, 10:30 AM LOCAL  ",Pakistan,Canada, 107-3 (17.3 Ov) ,Usman Khan,not out,2.0,1.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Michael van Lingen,c Maxwell b Hazlewood,10.0,10.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Niko Davin,c Maxwell b Hazlewood,2.0,7.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Jan Frylinck,c Mitchell Marsh b Cummins,1.0,6.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Gerhard Erasmus (c),c Maxwell b Stoinis,36.0,43.0,4.0,1.0,83.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Smit,lbw b Nathan Ellis,3.0,9.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Zane Green (wk),lbw b Zampa,1.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Wiese,c Hazlewood b Zampa,1.0,7.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Trumpelmann,c Maxwell b Zampa,7.0,7.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Bernard Scholtz,b Zampa,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Jack Brassell,not out,2.0,3.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Namibia,Australia, 72-10 (17 Ov) ,Ben Shikongo,c Tim David b Stoinis,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Australia,Namibia, 74-1 (5.4 Ov) ,David Warner,c Trumpelmann b Wiese,20.0,8.0,3.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Australia,Namibia, 74-1 (5.4 Ov) ,Travis Head,not out,34.0,17.0,5.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia vs Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua ","Jun 11, 08:30 PM LOCAL  ",Australia,Namibia, 74-1 (5.4 Ov) ,Mitchell Marsh (c),not out,18.0,9.0,3.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,Shayan Jahangir,lbw b Arshdeep Singh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,Steven Taylor,b Axar,24.0,30.0,0.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,Andries Gous (wk),c Hardik Pandya b Arshdeep Singh,2.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,Aaron Jones (c),c Siraj b Hardik Pandya,11.0,22.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,NR Kumar,c Siraj b Arshdeep Singh,27.0,23.0,2.0,1.0,117.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,CJ Anderson,c Pant b Hardik Pandya,15.0,12.0,1.0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,Harmeet Singh,c Pant b Arshdeep Singh,10.0,10.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,van Schalkwyk,not out,11.0,10.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",United States,India, 110-8 (20 Ov) ,Jasdeep Singh,run out (Pant/Siraj),2.0,7.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",India,United States, 111-3 (18.2 Ov) ,Rohit Sharma (c),c Harmeet Singh b Netravalkar,3.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",India,United States, 111-3 (18.2 Ov) ,Virat Kohli,c Andries Gous b Netravalkar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",India,United States, 111-3 (18.2 Ov) ,Rishabh Pant (wk),b Ali Khan,18.0,20.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",India,United States, 111-3 (18.2 Ov) ,Suryakumar Yadav,not out,50.0,49.0,2.0,2.0,102.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States vs India,"Nassau County International Cricket Stadium, New York ","Jun 12, 10:30 AM LOCAL  ",India,United States, 111-3 (18.2 Ov) ,Shivam Dube,not out,31.0,35.0,1.0,1.0,88.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Brandon King,c Conway b Neesham,9.0,12.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,J Charles,b Boult,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Pooran (wk),c Conway b Southee,17.0,12.0,3.0,0.0,141.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Roston Chase,c Rachin Ravindra b Lockie Ferguson,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Rovman Powell (c),c Conway b Southee,1.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Sherfane Rutherford,not out,68.0,39.0,2.0,6.0,174.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Akeal Hosein,c Neesham b Santner,15.0,17.0,0.0,1.0,88.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Russell,c Lockie Ferguson b Boult,14.0,7.0,2.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Romario Shepherd,lbw b Lockie Ferguson,13.0,13.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Alzarri Joseph,b Boult,6.0,6.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",West Indies,New Zealand, 149-9 (20 Ov) ,Motie,not out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Devon Conway (wk),c Roston Chase b Akeal Hosein,5.0,8.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Finn Allen,c Russell b Alzarri Joseph,26.0,23.0,3.0,1.0,113.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Rachin Ravindra,c Russell b Motie,10.0,13.0,0.0,0.0,76.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Kane Williamson (c),c Pooran b Motie,1.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Daryl Mitchell,b Motie,12.0,13.0,1.0,0.0,92.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Glenn Phillips,c Rovman Powell b Alzarri Joseph,40.0,33.0,3.0,2.0,121.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,James Neesham,c Brandon King b Alzarri Joseph,10.0,11.0,0.0,1.0,90.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Mitchell Santner,not out,21.0,12.0,0.0,3.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Indies vs New Zealand,"Brian Lara Stadium, Tarouba, Trinidad ","Jun 12, 08:30 PM LOCAL  ",New Zealand,West Indies, 136-9 (20 Ov) ,Tim Southee,c and b Alzarri Joseph,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
